Variable Values,,,,
Value,,Label,,
,2,R$ 601 to R$ 1.200,,
,3,R$ 1.201 to R$ 1.800,,
,4,R$ 1.801 to R$ 2.400,,
,5,R$ 2.401 to R$ 3.000,,
,6,R$ 3.001 to R$ 3.600,,
,7,R$ 3.601 to R$ 4.800,,
,8,R$ 4.801 to R$ 6.000,,
,9,R$ 6.001 to R$ 8.400,,
,10,R$ 8.401 to R$ 12.000,,
,11,R$ 12.001 to R$ 18.000,,
,12,More than R$ 18.000,,
,13,No income (DO NOT READ),,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_brazil,1,R$ 2.400 monthly or less,,
,2,More than R$ 2.400 monthly,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_canada,1,"Up to $25,000",,
,2,"$25,001 to $35,000",,
,3,"$35,001 to $45,000",,
,4,"$45,001 to $55,000",,
,5,"$55,001 to $65,000",,
,6,"$65,001 to $75,000",,
,7,"$75,001 to $85,000",,
,8,"$85,001 to $105,000",,
,9,"$105,001 to $125,000",,
,10,"$125,001 to $155,000",,
,11,"More than $155,000",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_canada,1,"$65,000 annually or less",,
,2,"More than $65,000 annually",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_france,1,"From 0 to 1,000 euros per month",,
,2,"From 1,001 to 1,250 euros per month",,
,3,"From 1,251 to 1,500 euros per month",,
,4,"From 1,501 to 1,850 euros per month",,
,5,"From 1,851 to 2,150 euros per month",,
,6,"From 2,151 to 2,650 euros per month",,
,7,"From 2,651 to 3,150 euros per month",,
,8,"From 3,151 to 3,900 euros per month",,
,9,"From 3,901 to 4,650 euros per month",,
,10,"More than 4,650 euros per month",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_france,1,"2,150 euros monthly or less",,
,2,"More than 2,150 euros monthly",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_germany,1,"0 to 1,000 euros per month",,
,2,"1,001 to 1,500 euros",,
,3,"1,501 to 1,750 euros",,
,4,"1,751 to 2,000 euros",,
,5,"2,001 to 2,300 euros",,
,6,"2,301 to 2,800 euros",,
,7,"2,801 to 3,300 euros",,
,8,"3,301 to 4,000 euros",,
,9,"4,001 to 5,000 euros",,
,10,"More than 5,000 euros",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_germany,1,"2,800 euros monthly or less",,
,2,"More than 2,800 euros monthly",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_greece,1,450 euros or less,,
,2,451 to 600 euros,,
,3,601 to 750 euros,,
,4,751 to 900 euros,,
,5,"901 to 1,100 euros",,
,6,"1,101 to 1,300 euros",,
,7,"1,301 to 1,800 euros",,
,8,"1,801 to 2,000 euros",,
,9,"2,001 to 2,500 euros",,
,10,"More than 2,500 euros",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_greece,1,"1,300 euros monthly or less",,
,2,"More than 1,300 euros monthly",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_hungary,1,"0 to 150,000 HUF",,
,2,"150,001 to 200,000 HUF",,
,3,"200,001 to 250,000 HUF",,
,4,"250,001 to 300,000 HUF",,
,5,"300,001 to 350,000 HUF",,
,6,"350,001 to 400,000 HUF",,
,7,"400,001 to 450,000 HUF",,
,8,"450,001 to 500,000 HUF",,
,9,"500,001 to 550,000 HUF",,
,10,"550,001 to 600,000 HUF",,
,11,"600,001 to 700,000 HUF",,
,12,"700,001 to 800,000 HUF",,
,13,"More than 800,000 HUF",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_hungary,1,"450,000 HUF monthly or less",,
,2,"More than 450,000 HUF monthly",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_india,1,"Up to Rs. 1,500 per month",,
,2,"Rs. 1,501 to Rs. 3,500",,
,3,"Rs. 3,501 to Rs. 5,500",,
,4,"Rs. 5,501 to Rs. 6,500",,
,5,"Rs. 6,501 to Rs. 8,500",,
,6,"Rs. 8,501 to Rs. 10,000",,
,7,"Rs. 10,001 to Rs. 15,000",,
,8,"Rs. 15,001 to Rs. 20,000",,
,9,"Rs. 20,001 to Rs. 40,000",,
,10,"Rs. 40,001 and above",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_india,1,"8,500 rupees monthly  or less",,
,2,"More than 8,500 rupees monthly",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_indonesia,1,"Rp 500,000 monthly or less",,
,2,"Rp 500,001 to Rp 1,000,000",,
,3,"Rp 1,000,001 to Rp 1,500,000",,
,4,"Rp 1,500,001 to Rp 1,750,000",,
,5,"Rp 1,750,001 to Rp 2,000,000",,
,6,"Rp 2,000,001 to Rp 2,500,000",,
,7,"Rp 2,500,001 to Rp 3,000,000",,
,8,"Rp 3,000,001 to Rp 4,000,000",,
,9,"Rp 4,000,001 to Rp 6,000,000",,
,10,"Rp 6,000,001 to Rp 8,000,000",,
,11,"Rp 8,000,001 to Rp 10,000,000",,
,12,"More than Rp 10,000,000",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_indonesia,1,"2,500,000 monthly or less",,
,2,"More than 2,500,000 monthly",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_israel,1,"Up to 5,000 NIS per month",,
,2,"5,001 to 7,000",,
,3,"7,001 to 9,000",,
,4,"9,001 to 11,000",,
,5,"11,001 to 13,000",,
,6,"13,001 to 14,000",,
,7,"14,001 to 17,000",,
,8,"17,001 to 20,000",,
,9,"Over 20,000 NIS",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_israel,1,"13,000 Israeli shekels monthly or less",,
,2,"More than 13,000 Israeli shekels monthly",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_italy,1,500 euros or less,,
,2,501 - 750 euros,,
,3,"751 - 1,000 euros",,
,4,"1,001 - 1,250 euros",,
,5,"1,251 - 1,500 euros",,
,6,"1,501 - 1,750 euros",,
,7,"1,751 - 2,000 euros",,
,8,"2,001 - 2,500 euros",,
,9,"2,501 - 4,000 euros",,
,10,"More than 4,000 euros",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_italy,1,"1,500 euros monthly or less",,
,2,"More than 1,500 euros monthly",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_japan,1,"Less than 1,000,000 yen",,
,2,"1,000,001 to 2,000,000 yen",,
,3,"2,000,001 to 2,500,000 yen",,
,4,"2,500,001 to 3,000,000 yen",,
,5,"3,000,001 to 3,500,000 yen",,
,6,"3,500,001 to 3,750,000 yen",,
,7,"3,750,001 to 4,500,000 yen",,
,8,"4,500,001 to 5,500,000 yen",,
,9,"5,500,001 to 6,500,000 yen",,
,10,"6,500,001 to 8,000,000 yen",,
,11,"8,000,001 to 10,000,000 yen",,
,12,"More than 10,000,000 yen",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_japan,1,"3,750,000 yen annually or less",,
,2,"More than 3,750,000 yen annually",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_kenya,1,"0 - 400 shillings per month (0 – 4,800 per year)",,
,2,"401 - 800 shillings per month (4,801 – 9,600 per year)",,
,3,"801 - 1,200 shillings per month (9,601 – 14,400  per year)",,
,4,"1,201 - 2,000 shillings per month (14,001 – 24,000 per year)",,
,5,"2,001 - 3,500 shillings per month (24,001 – 42,000 per year)",,
,6,"3,501 - 5,000 shillings per month (42,001 – 60,000 per year)",,
,7,"5,001 - 7,500 shillings per month (60,001 – 90,000 per year)",,
,8,"7,501 - 10,000 shillings per month (90,001 - 120,000 per year)",,
,9,"10,001 - 12,500 shillings per month (120,001 – 150,000 per year)",,
,10,"12,501 - 20,000 shillings per month (150,001 – 240,000 per year)",,
,11,"20,001 – 40,000 shillings per month (240,001 – 480,000 per year)",,
,12,"40,001 or more shillings per month (480,001 or more per year)",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_kenya,1,"5,000 shillings per month (60,000 per year)  or less",,
,2,"More than 5,000 shillings per month (60,000 per year)",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_mexico,1,"0 to 1,350 pesos",,
,2,"1,351 to 2,700 pesos",,
,3,"2,701 to 4,050 pesos",,
,4,"4,051 to 5,400 pesos",,
,5,"5,401 to 6,750 pesos",,
,6,"6,751 to 8,100 pesos",,
,7,"8,101 to 10,800 pesos",,
,8,"10,801 to 13,050 pesos",,
,9,"More than 13,050 pesos",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_mexico,1,"5,400 pesos monthly  or less",,
,2,"More than 5,400 pesos monthly",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_netherlands,1,"0 to 1,600 euros per month",,
,2,"1,601 to 2,000 euros",,
,3,"2,001 to 2,400 euros",,
,4,"2,401 to 3,000 euros",,
,5,"3,001 to 3,600 euros",,
,6,"3,601 to 4,200 euros",,
,7,"4,201 to 5,000 euros",,
,8,"5,001 to 5,800 euros",,
,9,"More than 5,800 euros",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_netherlands,1,2800 euros monthly or less,,
,2,More than 2800 euros monthly,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_nigeria,1,"N0 - 5,000",,
,2,"N5,001 - 10,000",,
,3,"N10,001 - 15,000",,
,4,"N15,001 - 20,000",,
,5,"N20,001 - 25,000",,
,6,"N25,001 - 30,000",,
,7,"N30,001 - 40,000",,
,8,"N40,001 - 50,000",,
,9,"N50,001 - 75,000",,
,10,"N75,001 - 100,000",,
,11,"Above N100,000",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_nigeria,1,"N40,000 monthly or less",,
,2,"More than N40,000 monthly",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_poland,1,"2,500 or less PLN per month",,
,2,"2,501 to 3,000 PLN",,
,3,"3,001 to 3,500 PLN",,
,4,"3,501 to 4,500 PLN",,
,5,"4,501 to 5,500 PLN",,
,6,"5,501 to 7,000 PLN",,
,7,"7,001 to 9,000 PLN",,
,8,"9,001 to 12,000 PLN",,
,9,"12,001 to 14,000 PLN",,
,10,"More than 14,000 PLN",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_poland,1,"5,500 PLN monthly or less",,
,2,"More than 5,500 PLN monthly",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income_safrica,1,R1 to R750,,
,2,"R751 to R1,000",,
,3,"R1,001 to R1,250",,
,4,"R1,251 to R1,500",,
,5,"R1,501 to R2,000",,
,6,"R2,001 to R2,500",,
,7,"R2,501 to R3,000",,
,8,"R3,001 to R4,500",,
,9,"R4,501 to R8,000",,
,10,"R8,001 to R14,000",,
,11,"More than R14,000",,
,12,No income,,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_safrica,1,"R2,500 or less",,
,2,"More than R2,500",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_skorea,1,"Up to 1,000,000 Won",,
,2,"1,000,001 to 1,500,000 Won",,
,3,"1,500,001 to 2,000,000 Won",,
,4,"2,000,001 to 2,500,000 Won",,
,5,"2,500,001 to 3,000,000 Won",,
,6,"3,000,001 to 3,500,000 Won",,
,7,"3,500,001 to 4,000,000 Won",,
,8,"4,000,001 to 4,500,000 Won",,
,9,"4,500,001 to 5,000,000 Won",,
,10,"5,000,001 to 6,000,000 Won",,
,11,"6,000,001 to 8,000,000 Won",,
,12,"8,000,001 Won or more",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_skorea,1,"4,000,000 won monthly or less",,
,2,"More than 4,000,000 won monthly",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_spain,1,Up to 750 Euros per month,,
,2,"751 to 1,000 Euros",,
,3,"1,001 to 1,250 Euros",,
,4,"1,251 to 1,500 Euros",,
,5,"1,501 to 1,750 Euros",,
,6,"1,751 to 2,000 Euros",,
,7,"2,001 to 2,500 Euros",,
,8,"2,501 to 3,000 Euros",,
,9,"3,001 to 3,500 Euros",,
,10,"3,501 to 4,000 Euros",,
,11,"4,001 to 4,500 Euros",,
,12,"More than 4,500 Euros",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_spain,1,"1,750 euros monthly or less",,
,2,"More than 1,750 euros monthly",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_sweden,1,"Up to 12,000 kronor per month",,
,2,"12,001 to 14,000 kronor",,
,3,"14,001 to 18,000 kronor",,
,4,"18,001 to 22,000 kronor",,
,5,"22,001 to 26,000 kronor",,
,6,"26,001 to 30,000 kronor",,
,7,"30,001 to 35,000 kronor",,
,8,"35,001 to 40,000 kronor",,
,9,"40,001 to 45,000 kronor",,
,10,"45,001 to 50,000 kronor",,
,11,"50,001 to 70,000 kronor",,
,12,"More than 70,000 kronor",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_sweden,1,"35,000 kronor monthly or less",,
,2,"More than 35,000 kronor monthly",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_turkey,1,"Up to 11,400 TRY per month",,
,2,"11,401 to 14,400 TRY",,
,3,"14,401 to 17,400 TRY",,
,4,"17,401 to 20,400 TRY",,
,5,"20,401 to 23,400 TRY",,
,6,"23,401 to 26,400 TRY",,
,7,"26,401 to 29,400 TRY",,
,8,"29,401 to 32,400 TRY",,
,9,"32,401 to 35,400 TRY",,
,10,"35,401 to 38,400 TRY",,
,11,"38,401 to 41,400 TRY",,
,12,"41,401 TRY or more",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_turkey,1,"26,400 TRY monthly or less",,
,2,"More than 26,400 TRY monthly",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_uk_cat,1,Annual,,
,2,Monthly,,
,3,Weekly,,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income_uk_year,1,"£6,500 or less per year",,
,2,"£6,501 to £9,000",,
,3,"£9,001 to £13,500",,
,4,"£13,501 to £18,000",,
,5,"£18,001 to £26,000",,
,6,"£26,001 to £32,500",,
,7,"£32,501 to £40,500",,
,8,"£40,501 to £52,500",,
,9,"£52,501 to £72,000",,
,10,"£72,001 to £84,000",,
,11,"£84,001 to £96,000",,
,12,"More than £96,000",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income_uk_month,1,£545 or less per month,,
,2,£546 to £750,,
,3,"£751 to £1,125",,
,4,"£1,126 to £1,500",,
,5,"£1,501 to £2,150",,
,6,"£2,151 to £2,700",,
,7,"£2,701 to £3,375",,
,8,"£3,376 to £4,375",,
,9,"£4,376 to £6,000",,
,10,"£6,001 to £7,000",,
,11,"£7,001 to £8,000",,
,12,"More than £8,000",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income_uk_week,1,Up to £125 per week,,
,2,£126 to £175,,
,3,£176 to £260,,
,4,£261 to £345,,
,5,£346 to £500,,
,6,£501 to £625,,
,7,£626 to £775,,
,8,"£776 to £1,010",,
,9,"£1,011 to £1,385",,
,10,"£1,386 to £1,615",,
,11,"£1,616 to £1,850",,
,12,"More than £1,850",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_uk,1,"40,500 pounds anually / 3,370 pounds monthly / 775 pounds weekly or less",,
,2,"More than 40,500 pounds anually / 3,370 pounds monthly / 775 pounds weekly",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_caste_india,1,General Category,,
,2,Scheduled Caste,,
,3,Scheduled Tribe,,
,4,Other Backward Class,,
,5,Most Backward Class (DO NOT READ),,
,6,I do not/my religion does not recognize a caste system (DO NOT READ),,
,7,Not a member of any caste/category/class (DO NOT READ),,
,8,Don't know,,
,9,Refused (DO NOT READ),,
d_caste2_india,1,Brahmin,,
,2,Other Forward Caste,,
,3,Neither or just General Category,,
,8,Don't know,,
,9,Refused (DO NOT READ),,
d_ethnicity_israel,1,Jewish,,
,2,Arab,,
,3,Other,,
,8,Don't know,,
,9,Refused (DO NOT READ),,
d_ethnicity_safrica,1,White,,
,2,Black,,
,3,Asian/Indian,,
,4,Coloured,,
,5,Other (UNSPECIFIED),,
,8,Don't know,,
,9,Refused,,
d_hhpeople,97,97+,,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_adults,8,8 or more,,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_ptyid_proximity_argentina,1,Union por la Patria/Peronismo,,
,2,Propuesta Republicana (PRO),,
,3,La Libertad Avanza/Libertarios/Javier Milei,,
,4,Partido Socialista (Socialist Party),,
,5,Movimiento Libres del Sur (Freemen of the South Movement),,
,6,Frente de Izquierda y de Trabajadores - Unidad (Partido de los Trabajadores Socialistas),,
,7,Unión Cívica Radical (UCR),,
,8,Hacemos por Nuestro País,,
,9,Coalición Cívica ARI,,
,10,Cambio Federal,,
,96,Otro (Other),,
,97,Do not feel close to any party,,
,98,No sabe (Don't Know),,
,99,No responde (Refused),,
d_ptyid_proximity_australia,1,Liberal Party (Liberal National Party (LNP) / Country Liberal Party),,
,2,Australian Labor Party,,
,3,The Nationals,,
,5,The Greens,,
,8,Independent,,
,9,Katter's Australian Party,,
,10,United Australia Party (UAP),,
,11,Centre Alliance,,
,13,Pauline Hanson's One Nation,,
,15,Jacqui Lambie Network (JLN),,
,96,Other party (please specify),,
,97,Do not feed close to any party,,
,99,Don't know/Refused,,
d_ptyid_proximity_brazil,1,PL Liberal Party,,
,2,União Brasil,,
,3,MDB Movimento Democratico Brasileiro formally known as PMDB Partido do Movimento Democratico Brasileiro (Brazilian Democ,,
,4,PT Partido dos Trabalhadores (Workers' Party),,
,5,PSDB Partido da Social Democracia Brasileira (Brazilian Social Democracy Party),,
,6,PP Partido Progressista (Progressive Party),,
,7,PDT Partido Democratico Trabalhista (Democratic Labour Party),,
,8,PRD Partido Renovação Democrática (Democratic Renewal Party),,
,9,PSB Partido Socialista Brasileiro (Brazilian Socialist Party),,
,10," Cidadania, formerly: PPS Partido Popular Socialista (Socialist People's Party)",,
,11,PCdoB Partido Comunista do Brasil (Communist Party of Brazil),,
,12,"Republicanos (Republicans), formerly Brazilian Republican Party",,
,13,PV Partido Verde (Green Party),,
,14,PSD Partido Social Democratico (Social Democratic Party),,
,15,PMN Partido da Mobilizacao Nacional (Party of National Mobilization),,
,16,AVANTE Avante formally known as PTdoB Partido Trabalhista do Brasil (Labour Party of Brazil),,
,17,DC - Democracia Cristã formally known as PSDC Partido Social Democrata Cristao (Christian Social Democratic Party),,
,18,SD Solidariedade (Solidarity),,
,19,PODE Podemos,,
,20,PRTB Partido Renovador Trabalhista Brasileiro (Brazilian Labour Renewal Party),,
,21,PSOL Partido Socialismo e Liberdade (Socialism and Liberty Party),,
,22,PMB Partido da Mulher Brasileira (Brazilian Woman Party),,
,23,PSTU Partido Socialista dos Trabalhadores Unificado (United Socialist Workers' Party),,
,24,REDE Rede Sustentabilidade (Sustainability Network),,
,25,PCB Partido Comunista Brasileiro (Brazilian Communist Party),,
,26,PCO Partido da Causa Operaria (Workers' Cause Party),,
,27,NOVO Partido Novo (New Party),,
,28,"AGIR, formerly PTC Partido Trabalhista Cristao (Christian Workers Party)",,
,29,UP Unidade Popular (Popular Unity),,
,96,Outro (Other),,
,97,Do not feel close to any party,,
,98,Nao sabe (Don't know),,
,99,Recusa (Refused),,
d_ptyid_proximity_canada,1,Liberal Party,,
,2,Conservative Party (PC or Progressive Conservative Party),,
,3,New Democratic Party (NDP),,
,4,Bloc Quebecois (QUEBEC ONLY),,
,5,Green Party,,
,6,People's Party of Canada,,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptyid_proximity_france,1,Parti Socialiste (Socialist Party) (PS),,
,2,Les Républicains (The Republicans) (LR),,
,3,National Rally - RN / formerly National Front NF,,
,4,"Renaissance, formerly known as En Marche",,
,5,La France Insoumise (Untamed France),,
,6,Mouvement démocrate (MoDem) / Le Modem (Democratic Movement),,
,7,Europe Écologie / Les Verts (Europe Ecology – the Greens),,
,8,Parti Communiste Français (French Communist Party) (PCF),,
,9,L'Union des Démocrates Indépendants (L’UDI) (Union of Democrats and Independents),,
,10,Lutte Ouvrière (Workers' Struggle) (LO),,
,11,Nouveau Parti Anticapitaliste (New Anticapitalist Party) (NPA),,
,12,Parti de Gauche (Left Party) (PG),,
,13,Génération Écologie (Generation Ecology),,
,14,"Debout la France (DLF) – “Stand up, France”",,
,15,Résistons! (R) – « Let's resist »,,
,16,Union Populaire Républicaine (UPR) – « Popular Republican Union »,,
,17,Horizons,,
,18,"Parti républicain, radical et radical-socialiste (Radical Party)",,
,19,Ensemble!,,
,20,Génération.s,,
,21,Les Centristes (The Centrists),,
,22,Reconquête (Reconquest),,
,96,Other (SPECIFY),,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptyid_proximity_germany,1,SPD (Social Democratic Party of Germany),,
,2,CDU (Christian Democratic Union of Germany),,
,3,CSU (Christian Social Union in Bavaria),,
,4,"Bündnis 90, Die Grünen (Alliance 90/The Greens)",,
,5,FDP (Free Democratic Party),,
,6,Die Linke (The Left),,
,7,SSW (South Schleswig Voters' Association),,
,8,"AfD, Alternative für Deutschland (Alternative for Germany)",,
,9,Freie Wähler (Free Voters),,
,10,"Gruppe BSW, Bündnis Sahra Wagenknecht",,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptyid_proximity_greece,1,PASOK – Kinima Allagis,,
,2,New Democracy (ND),,
,3,Communist Party of Greece (KKE),,
,4,SYRIZA,,
,5,Course of Freedom (Plefsi Eletherias),,
,6,Greek Solution (Elliniki Lysi) (EL),,
,7,MERA 25,,
,8,Spartans,,
,9,Victory (NIKI),,
,10,New Left (Nea Aristera),,
,11,Voice of Reason (Foni Logikis),,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptyid_proximity_hungary,1,Fidesz-Magyar Polgári Szövetség (Fidesz – Hungarian Civic Alliance),,
,2,Kereszténydemokrata Néppárt (KDNP) (Christian Democratic People's Party),,
,3,Jobbik Magyarországért Mozgalom (Movement for a Better Hungary),,
,4,Demokratikus Koalíció (Democratic Coalition),,
,5,Magyar Szocialista Párt (Hungarian Socialist Party),,
,6,Tisztelet és Szabadság Párt (TISZA – Party of Respect and Liberty),,
,7,LMP -- Lehet Más a Politika (Politics Can Be Different),,
,8,Párbeszéd Magyarországért (Dialogue),,
,9,Magyar Kétfarkú Kutya Párt (MKKP),,
,10,Momentum Mozgalom,,
,11,Igen Szolidaritás Magyarországért Mozgalom (Igen Szolidaritás) – (Yes Solidarity for Hungary Movement),,
,12,Mi Hazánk Mozgalom,,
,13,Új Kezdet – (New Beginning),,
,14,Huxit Párt,,
,15,Második Reformkor (2RK – Second Reform Age),,
,16,A Nép Pártján (Standing with People),,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptyid_proximity_india,1,Aam Aadmi Party (AAP),,
,2,Akali Dal,,
,3,All India Anna Dravida Munnetra Kazhagam (AIADMK),,
,4,All India Majlis-E-Ittehadul Muslimeen (AIMIM/MIM),,
,5,Biju Janata Dal (BJD),,
,6,BJP: Bharatiya Janata Party,,
,7,BSP: Bahujan Samaj Party,,
,8,Communist Party of India (CPI),,
,9,CPI (M): Communist Party of India (Marxist),,
,10,DMDK,,
,11,Dravida Munnetra Kazhagam (DMK),,
,12,Indian National Congress (INC),,
,13,Janata Dal (Secular) (JD (S)),,
,14,Janata Dal United (JDU),,
,15,Jharkland Mukti Morcha (JMM),,
,16,Maharashtra Nav Nirman Sena (MNS),,
,17,Nationalist Congress Party,,
,18,Rashtriya Janata Dal (RJD),,
,19,Shiv Sena,,
,20,SP: Samajwadi Party,,
,21,Telangana Rashtra Samithi,,
,22,Telegu Desham Party (TDP),,
,23,Trinamul Congress,,
,24,Yuvajana Sramika Rythu Congress Party (YSR Congress Party),,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptyid_proximity_indonesia,1,Partai Demokrat (Democratic Party Indonesia),,
,2,Partai Golongan Karya (Party of the Functional Groups) (Golkar),,
,3,Partai Demokrasi Indonesia Perjuangan (Indonesian Democratic Party – Struggle) PDI-P,,
,4,Partai Kebangkitan Bangsa (National Awakening Party) (PKB),,
,5,Partai Persatuan Pembangunan (United Development Party)(PPP),,
,6,Partai Amanat Nasional (National Mandate Party) (PAN),,
,7,Partai Hati Nurani Rakyat (People’s Conscience Party) (Hanura),,
,8,Partai Nasional Demokrat (National Democratic Party) (Nasdem),,
,9,Partai Keadilan Sejahtera (Propserous Justice Party) (PKS),,
,10,Gerindra - Partai Gerakan Indonesia Raya,,
,11,Partai Persatuan Indonesia (Perindo),,
,12,Partai Solidaritas Indonesia (PSI),,
,13,Partai Garda Perubahan Indonesia (Garuda),,
,14,Partai Bulan Bintang (PBB),,
,15,Partai Buruh,,
,16,Partai Gelombang Rakyat Indonesia (Gelora),,
,17,Partai Kebangkitan Nusantara (PKN),,
,18,Partai UMMAT,,
,96,Lainnya (Other),,
,97,Do not feel close to any party,,
,98,Tidak tahu (Don’t know),,
,99,Menolak (Refused),,
d_ptyid_proximity_israel,1,The Consolidation (Likud),,
,2,There is a Future (Yesh Atid),,
,3,The Religious Zionism,,
,4,The State Camp,,
,5,Guardians of the Sephardim (Shas),,
,6,United Torah Judaism (Yahadut Ha'tora),,
,7,Israel is Our Home (Yisrael Beiteinu),,
,8,Ra'am,,
,9,Hadash-Ta'al,,
,10,The Democrats/Labor/Meretz,,
,11,New Hope,,
,12,Balad,,
,13,Otzma Yehudit,,
,14,Noam,,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptyid_proximity_italy,1,Forza Italia (Forward Italy),,
,2,Fratelli d'Italia (Brothers of Italy),,
,3,Lega formerly known as Lega Nord (Northern League),,
,4,Movimento 5 stelle (Five Star Movement),,
,5,Partito Democratico (PD) (Democratic Party),,
,6,+Europa,,
,7,Noi Moderati,,
,8,Alleanza Verdi e Sinistra,,
,9,Italia Viva,,
,10,Italexit per L'italia,,
,11,Unione popolare con De Magistris,,
,12,Mastella noi di Centro,,
,13,"Partito Comunista, PC",,
,14,Azione,,
,15,Democrazia Sovrana Popolare (Sovereign Popular Democracy),,
,96,Other (SPECIFY),,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptyid_proximity_japan,1,LDP (Liberal Democratic Party),,
,2,DPFP (Democratic Party for the People),,
,3,CDP (Constitutional Democratic Party),,
,5,Komeito,,
,6,JCP (Japanese Communist Party),,
,7,Nippon Ishin no Kai (Japan Innovation Party),,
,8,SDP (Social Democratic Party),,
,9,Okinawa Socialist Masses Party,,
,10,Reiwa Shinsengumi,,
,11,Mintsuku / The Collaborative Party,,
,12,Sanseitō,,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptyid_proximity_kenya,1,Jubilee Party,,
